UID No,nvPMDB No,Manufacturer,Engine Identification,Combustor Description,Eng Type,B/P Ratio,Pressure Ratio,Rated Thrust (kN),Data Superseded,Superseded by UID No,Fuel Flow T/O (kg/sec),Fuel Flow C/O (kg/sec),Fuel Flow App (kg/sec),Fuel Flow Idle (kg/sec),Fuel LTO Cycle (kg)  ,Fuel Heat of Combustion (MJ/kg),Fuel Hydrogen Content (% mass),Fuel Aromatics Content (% vol),Fuel Naphthalene Content (% vol),Fuel Sulphur Content (ppm by mass),nvPM Mass Concentration Max (mg/m³),nvPM Mass Concentration Characteristic (mg/m³),nvPM Mass Concentration Characteristic (% of CAEP/10 Limit),nvPM Mass Concentration Number Test,nvPM Mass Concentration Number Eng,nvPM EImass T/O (mg/kg),nvPM EImass C/O (mg/kg),nvPM EImass App (mg/kg),nvPM EImass Idle (mg/kg),nvPM EImass Max (mg/kg),nvPMmass Number Test,nvPMmass Number Eng,LTOmass/Foo Avg (mg/kN),LTOmass/Foo Characteristic (mg/kN),LTOmass/Foo Characteristic (% of CAEP/11 InP Limit),LTOmass/Foo Characteristic (% of CAEP/11 NT Limit),nvPM LTO Total Mass (mg),nvPM EInum T/O (#/kg),nvPM EInum C/O (#/kg),nvPM EInum App (#/kg),nvPM EInum Idle (#/kg),nvPM EInum Max (#/kg),nvPMnum Number Test,nvPMnum Number Eng,LTOnum/Foo Avg (#/kN),LTOnum/Foo Characteristic (#/kN),LTOnum/Foo Characteristic (% of CAEP/11 InP Limit),LTOnum/Foo Characteristic (% of CAEP/11 NT Limit),nvPM LTO Total Particle Number (#),nvPM EImass_SL T/O (mg/kg),nvPM EImass_SL C/O (mg/kg),nvPM EImass_SL App (mg/kg),nvPM EImass_SL Idle (mg/kg),nvPM EInum_SL T/O (#/kg),nvPM EInum_SL C/O (#/kg),nvPM EInum_SL App (#/kg),nvPM EInum_SL Idle (#/kg),Ambient Baro Min (kPa),Ambient Baro Max (kPa),Ambient Temp Min (K),Ambient Temp Max (K),Humidity Min (kg/kg),Humidity Max (kg/kg),Test Organisation,Test Location,Initial Test Date,Final Test Date,Remark 1,Remark 2,Remark 3,Remark 4,Remark 5,Remark 6,Remark 7,Remark 8
04P20PW202,4,Pratt & Whitney,PW1922G,"TALON X, Block-C",TF,11.2,37.7,105.9,,,0.765,0.631,0.222,0.075,285,43.21,13.98,18.1,0.78,553,313,403,6.3,3,1,12.4,7.3,0.2,0.6,12.4,3,1,10.2,14.2,0.6,2.7,1084,1.94E+14,1.87E+14,1.40E+13,7.33E+13,2.02E+14,3,1,2.93E+14,4.08E+14,2.8,6.4,3.11E+16,15.6,10.0,0.3,1.1,7.45E+14,9.18E+14,6.07E+13,6.37E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,Mirabel Aerospace Centre - Quebec,25-03-2018,26-03-2018,Data from certification report PWA-12249,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",Data revised: nvPM EImass_SL corrected,,,,
04P20PW203,4,Pratt & Whitney,PW1923G-A,"TALON X, Block-C",TF,11.2,37.7,105.9,,,0.765,0.631,0.222,0.075,285,43.21,13.98,18.1,0.78,553,313,403,6.3,3,1,12.4,7.3,0.2,0.6,12.4,3,1,10.2,14.2,0.6,2.7,1084,1.94E+14,1.87E+14,1.40E+13,7.33E+13,2.02E+14,3,1,2.93E+14,4.08E+14,2.8,6.4,3.11E+16,15.6,10.0,0.3,1.1,7.45E+14,9.18E+14,6.07E+13,6.37E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,Mirabel Aerospace Centre - Quebec,25-03-2018,26-03-2018,Data from certification report PWA-12249,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",Data revised: nvPM EImass_SL corrected,,,,
04P20PW204,4,Pratt & Whitney,PW1923G,"TALON X, Block-C",TF,11.2,37.7,105.9,,,0.765,0.631,0.222,0.075,285,43.21,13.98,18.1,0.78,553,313,403,6.3,3,1,12.4,7.3,0.2,0.6,12.4,3,1,10.2,14.2,0.6,2.7,1084,1.94E+14,1.87E+14,1.40E+13,7.33E+13,2.02E+14,3,1,2.93E+14,4.08E+14,2.8,6.4,3.11E+16,15.6,10.0,0.3,1.1,7.45E+14,9.18E+14,6.07E+13,6.37E+14,102.0,103.3,272.0,278.1,0.0012,0.0022,Pratt & Whitney,Mirabel Aerospace Centre - Quebec,25-03-2018,26-03-2018,Data from certification report PWA-12249,Block C combustor,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",Data revised: nvPM EImass_SL corrected,,,,
01P11PJ003,1,PowerJet S.A.,SaM146-1S17,,MTF,4.4,21.8,69.2,,,0.791,0.653,0.228,0.097,326,43.10,13.77,17.9,1.37,694,811,1044,12.9,3,1,163.0,109.0,2.6,1.7,163.0,3,1,220.0,306.0,9.7,39.6,15212,1.13E+15,1.08E+15,1.22E+14,5.71E+13,1.15E+15,3,1,2.11E+15,2.93E+15,15.5,31.5,1.46E+17,191.0,132.0,4.1,2.5,2.92E+15,3.15E+15,7.28E+14,2.85E+14,99.3,100.4,286.4,299.2,0.0062,0.0125,PowerJet S.A.,"Villaroche, France",04-06-2019,07-06-2019,Test engine 146009-1B,Certification report CR-037 S2 / CR-137 / CR-237 Rev1,,,,,,
01P11PJ004,1,PowerJet S.A.,SaM146-1S18,,MTF,4.4,22.8,72.7,,,0.841,0.691,0.238,0.100,339,43.10,13.77,17.9,1.37,694,854,1099,14.0,3,1,166.0,124.0,2.7,1.7,166.0,3,1,242.0,336.0,10.9,44.9,17574,1.03E+15,1.09E+15,1.30E+14,5.23E+13,1.11E+15,3,1,2.08E+15,2.89E+15,15.6,32.0,1.51E+17,193.0,149.0,4.3,2.4,2.58E+15,3.05E+15,7.85E+14,2.56E+14,99.3,100.4,286.4,299.2,0.0062,0.0125,PowerJet S.A.,"Villaroche, France",04-06-2019,07-06-2019,Test engine 146009-1B,Certification report CR-037 S2 / CR-137 / CR-237 Rev1,,,,,,
01P10IA019,1,International Aero Engines,V2522-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.9,25.7,102.5,,,0.971,0.815,0.310,0.130,425,43.22,13.83,16.6,2.38,540,1372,1766,27.0,3,1,279.1,372.0,211.4,77.8,448.9,3,1,808.1,1123.4,46.0,206.9,82834,1.25E+15,1.57E+15,2.24E+15,1.67E+15,2.87E+15,3,1,7.06E+15,9.81E+15,64.7,148.2,7.23E+17,316.5,420.8,256.3,103.3,2.97E+15,3.71E+15,7.18E+15,7.16E+15,100.9,101.6,275.8,278.2,0.0018,0.0025,Pratt & Whitney,"East Hartford, CT",12-12-2016,14-12-2016,Data from certification report IAE-0324,Engine performance reflects SelectOneTM and SelectTwoTM package upgrades,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
01P10IA020,1,International Aero Engines,V2524-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.8,27.0,108.9,,,1.040,0.867,0.326,0.133,444,43.22,13.83,16.6,2.38,540,1372,1766,27.9,3,1,239.3,340.2,235.4,72.9,448.7,3,1,761.7,1058.7,45.9,213.2,82945,1.10E+15,1.44E+15,2.37E+15,1.61E+15,2.87E+15,3,1,6.72E+15,9.34E+15,64.7,153.4,7.32E+17,271.8,384.8,283.9,97.3,2.64E+15,3.39E+15,7.41E+15,6.97E+15,100.9,101.6,275.8,278.2,0.0018,0.0025,Pratt & Whitney,"East Hartford, CT",12-12-2016,14-12-2016,Data from certification report IAE-0324,Engine performance reflects SelectOneTM and SelectTwoTM package upgrades,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
01P10IA021,1,International Aero Engines,V2527-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.8,27.1,110.3,,,1.049,0.873,0.328,0.134,447,43.22,13.83,16.6,2.38,540,1372,1766,28.0,3,1,230.7,333.0,240.8,71.9,448.8,3,1,748.2,1040.1,45.7,212.7,82531,1.06E+15,1.42E+15,2.40E+15,1.59E+15,2.87E+15,3,1,6.63E+15,9.22E+15,64.6,154.0,7.32E+17,262.0,376.8,290.0,96.1,2.56E+15,3.34E+15,7.45E+15,6.93E+15,100.9,101.6,275.8,278.2,0.0018,0.0025,Pratt & Whitney,"East Hartford, CT",12-12-2016,14-12-2016,Data from certification report IAE-0324,Engine performance reflects SelectOneTM and SelectTwoTM package upgrades,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
01P10IA022,1,International Aero Engines,V2527-A5E SelectOne™ Upgrade Package,Floatwall,MTF,4.8,27.1,110.3,,,1.049,0.873,0.328,0.134,447,43.22,13.83,16.6,2.38,540,1372,1766,28.0,3,1,230.7,333.0,240.8,71.9,448.8,3,1,748.2,1040.1,45.7,212.7,82531,1.06E+15,1.42E+15,2.40E+15,1.59E+15,2.87E+15,3,1,6.63E+15,9.22E+15,64.6,154.0,7.32E+17,262.0,376.8,290.0,96.1,2.56E+15,3.34E+15,7.45E+15,6.93E+15,100.9,101.6,275.8,278.2,0.0018,0.0025,Pratt & Whitney,"East Hartford, CT",12-12-2016,14-12-2016,Data from certification report IAE-0324,Engine performance reflects SelectOneTM and SelectTwoTM package upgrades,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
01P10IA023,1,International Aero Engines,V2527-A5M SelectOne™ Upgrade Package,Floatwall,MTF,4.8,27.1,110.3,,,1.049,0.873,0.328,0.134,447,43.22,13.83,16.6,2.38,540,1372,1766,28.0,3,1,230.7,333.0,240.8,71.9,448.8,3,1,748.2,1040.1,45.7,212.7,82531,1.06E+15,1.42E+15,2.40E+15,1.59E+15,2.87E+15,3,1,6.63E+15,9.22E+15,64.6,154.0,7.32E+17,262.0,376.8,290.0,96.1,2.56E+15,3.34E+15,7.45E+15,6.93E+15,100.9,101.6,275.8,278.2,0.0018,0.0025,Pratt & Whitney,"East Hartford, CT",12-12-2016,14-12-2016,Data from certification report IAE-0324,Engine performance reflects SelectOneTM and SelectTwoTM package upgrades,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
01P10IA024,1,International Aero Engines,V2530-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.6,32.0,133.0,,,1.314,1.071,0.385,0.145,515,43.22,13.83,16.6,2.38,540,1372,1766,30.7,3,1,114.1,215.4,320.5,59.2,450.3,3,1,599.5,833.3,46.6,250.9,79729,3.39E+14,9.91E+14,2.73E+15,1.42E+15,2.87E+15,3,1,5.51E+15,7.66E+15,65.4,184.4,7.33E+17,126.9,244.6,380.6,80.3,7.26E+14,2.38E+15,7.97E+15,6.37E+15,100.9,101.6,275.8,278.2,0.0018,0.0025,Pratt & Whitney,"East Hartford, CT",12-12-2016,14-12-2016,Data from certification report IAE-0324,Engine performance reflects SelectOneTM and SelectTwoTM package upgrades,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
01P10IA025,1,International Aero Engines,V2533-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.5,33.7,140.6,Yes,04P10IA027,1.433,1.142,0.405,0.147,537,43.22,13.83,16.6,2.38,540,1372,1766,31.6,3,1,96.7,178.5,343.9,56.2,450.6,3,1,562.1,781.0,48.1,279.4,79028,5.07E+14,7.71E+14,2.80E+15,1.38E+15,2.88E+15,3,1,5.23E+15,7.27E+15,67.0,205.4,7.36E+17,110.4,202.0,406.7,76.5,1.23E+15,1.83E+15,8.03E+15,6.22E+15,100.9,101.6,275.8,278.2,0.0018,0.0025,Pratt & Whitney,"East Hartford, CT",12-12-2016,14-12-2016,Data from certification report IAE-0324,Engine performance reflects SelectOneTM and SelectTwoTM package upgrades,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
04P10IA027,4,International Aero Engines,V2530-A5 SelectOne™ Upgrade Package,Floatwall,MTF,4.6,32.0,133.0,,,1.325,1.078,0.387,0.145,517,43.22,13.83,16.6,2.38,540,1372,1766,30.7,3,1,114.1,215.4,320.5,59.2,450.3,3,1,603.1,838.3,46.9,252.9,80173,3.39E+14,9.91E+14,2.73E+15,1.42E+15,2.87E+15,3,1,5.53E+15,7.69E+15,65.7,185.2,7.36E+17,126.9,244.6,380.6,80.3,7.26E+14,2.38E+15,7.97E+15,6.37E+15,100.9,101.6,275.8,278.2,0.0018,0.0025,Pratt & Whitney,"East Hartford, CT",12-12-2016,14-12-2016,Data from certification report IAE-0324,Engine performance reflects SelectOneTM and SelectTwoTM package upgrades,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",Data revised: fuel flows corrected,,,,
01P14IA026,1,International Aero Engines,V2531-E5,Floatwall,MTF,4.5,32.3,134.8,,,1.329,1.079,0.391,0.144,517,43.22,13.83,16.6,2.38,540,1372,1766,30.9,3,1,108.3,206.5,326.2,58.5,450.4,3,1,587.9,817.3,46.7,255.5,79238,3.30E+14,9.43E+14,2.75E+15,1.41E+15,2.87E+15,3,1,5.41E+15,7.52E+15,65.3,187.4,7.29E+17,120.6,234.4,387.0,79.3,7.10E+14,2.26E+15,7.99E+15,6.34E+15,100.9,101.6,275.8,278.2,0.0018,0.0025,Pratt & Whitney,"East Hartford, CT",12-12-2016,14-12-2016,Data from certification report IAE-0324,Engine performance reflects SelectOneTM and SelectTwoTM package upgrades,"nvPM levels in accordance with Annex 16 Vol. II, Chapter 4, Appendix 7 and Appendix 8.",,,,,
01P14HN011,1,Honeywell,AS907-2-1A (HTF7350),SABER-1,MTF,4.2,22.9,33.0,,,0.373,0.309,0.107,0.048,158,43.05,13.66,16.7,1.24,744,1483,1909,14.7,4,1,280.7,295.2,6.6,10.5,300.9,4,1,527.1,732.7,18.6,71.6,17393,1.27E+15,1.99E+15,2.96E+14,5.67E+14,2.18E+15,4,1,4.58E+15,6.37E+15,27.7,52.1,1.51E+17,331.7,348.9,11.0,19.0,3.58E+15,5.74E+15,2.28E+15,5.03E+15,96.6,97.5,289.0,300.0,0.0020,0.0030,Honeywell,"Queen Creek, AZ",04-12-2015,07-12-2015,Reference: Honeywell Report 21-16865 Summary Report: Compliance to International Regulations of Non-Volatile Particulate Matter for the AS907 Family of Turbofan Engines,,,,,,,
01P11HN012,1,Honeywell,AS907-2-1G (HTF7250G),SABER-1,MTF,4.2,22.6,32.9,,,0.372,0.308,0.107,0.049,159,43.05,13.66,16.7,1.24,744,1483,1909,14.7,4,1,289.7,290.3,6.5,9.9,301.1,4,1,525.6,730.6,18.5,71.4,17271,1.41E+15,2.05E+15,2.95E+14,5.38E+14,2.18E+15,4,1,4.70E+15,6.53E+15,28.4,53.3,1.54E+17,342.2,343.8,11.0,18.0,3.99E+15,5.98E+15,2.28E+15,4.76E+15,96.6,97.5,289.0,300.0,0.0020,0.0030,Honeywell,"Queen Creek, AZ",04-12-2015,07-12-2015,Reference: Honeywell Report 21-16865 Summary Report: Compliance to International Regulations of Non-Volatile Particulate Matter for the AS907 Family of Turbofan Engines,,,,,,,
01P18HN013,1,Honeywell,AS907-2-1S (HTF7700L),SABER-1,MTF,4.2,23.3,34.0,,,0.386,0.319,0.109,0.048,159,43.05,13.66,16.7,1.24,744,1483,1909,15.1,4,1,279.3,299.1,7.7,9.8,299.6,4,1,530.2,737.0,18.8,72.6,18043,1.04E+15,1.84E+15,3.25E+14,5.32E+14,2.17E+15,4,1,4.20E+15,5.84E+15,25.5,48.0,1.43E+17,329.5,352.9,12.8,17.8,2.90E+15,5.26E+15,2.46E+15,4.71E+15,96.6,97.5,289.0,300.0,0.0020,0.0030,Honeywell,"Queen Creek, AZ",04-12-2015,07-12-2015,Reference: Honeywell Report 21-16865 Summary Report: Compliance to International Regulations of Non-Volatile Particulate Matter for the AS907 Family of Turbofan Engines,,,,,,,
01P14HN014,1,Honeywell,AS907-3-1E-A1 (HTF7500E),SABER-1,MTF,4.2,21.1,29.4,,,0.320,0.267,0.097,0.048,147,43.05,13.66,16.7,1.24,744,1421,1829,13.0,4,1,304.3,255.6,4.8,11.4,304.3,4,1,478.4,665.0,16.6,63.5,14066,1.94E+15,2.20E+15,2.47E+14,6.16E+14,2.20E+15,4,1,5.29E+15,7.36E+15,31.5,58.7,1.56E+17,359.1,308.2,8.2,20.7,5.55E+15,6.98E+15,1.97E+15,5.47E+15,96.6,97.5,289.0,300.0,0.0020,0.0030,Honeywell,"Queen Creek, AZ",04-12-2015,07-12-2015,Reference: Honeywell Report 21-16865 Summary Report: Compliance to International Regulations of Non-Volatile Particulate Matter for the AS907 Family of Turbofan Engines,,,,,,,
01P14HN015,1,Honeywell,AS907-3-1E-A2 (HTF7500E),SABER-1,MTF,4.2,22.3,31.6,,,0.349,0.289,0.102,0.049,154,43.05,13.66,16.7,1.24,744,1481,1906,14.3,4,1,300.0,280.6,6.1,9.9,302.8,4,1,506.8,704.5,17.8,68.2,16020,1.62E+15,2.13E+15,2.85E+14,5.39E+14,2.19E+15,4,1,4.84E+15,6.73E+15,29.1,54.5,1.53E+17,354.0,333.9,10.3,18.0,4.58E+15,6.36E+15,2.21E+15,4.77E+15,96.6,97.5,289.0,300.0,0.0020,0.0030,Honeywell,"Queen Creek, AZ",04-12-2015,07-12-2015,Reference: Honeywell Report 21-16865 Summary Report: Compliance to International Regulations of Non-Volatile Particulate Matter for the AS907 Family of Turbofan Engines,,,,,,,
01P14HN016,1,Honeywell,AS907-3-1E-A3 (HTF7500E),SABER-1,MTF,4.2,23.6,33.8,,,0.378,0.312,0.108,0.050,161,43.05,13.66,16.7,1.24,744,1483,1909,15.0,4,1,278.5,295.0,7.9,8.7,299.8,4,1,516.4,717.9,18.3,70.6,17471,1.25E+15,1.97E+15,3.29E+14,4.74E+14,2.17E+15,4,1,4.34E+15,6.03E+15,26.3,49.5,1.47E+17,329.1,348.5,13.1,15.8,3.52E+15,5.68E+15,2.49E+15,4.19E+15,96.6,97.5,289.0,300.0,0.0020,0.0030,Honeywell,"Queen Creek, AZ",04-12-2015,07-12-2015,Reference: Honeywell Report 21-16865 Summary Report: Compliance to International Regulations of Non-Volatile Particulate Matter for the AS907 Family of Turbofan Engines,,,,,,,
01P02GE186,1,General Electric Company,CF6-80C2B1F,LEC,TF,5.1,30.6,254.3,,,2.417,2.057,0.645,0.195,832,43.21,13.65,17.5,0.22,78,861,1109,25.6,3,1,34.9,18.3,1.3,1.2,34.9,3,1,35.7,49.6,14.3,23.2,9082,2.36E+14,2.39E+14,3.96E+13,6.54E+13,2.47E+14,3,1,4.52E+14,6.28E+14,15.1,22.6,1.15E+17,40.7,23.4,1.9,2.2,6.00E+14,9.25E+14,2.48E+14,5.99E+14,97.6,97.8,284.8,290.6,0.0038,0.0062,General Electric Company,"PTO, Ohio",11-02-2017,11-02-2017,GE Aviation Report R2019AE437/Rev. 0,Engine S/N 707-368,,,,,,
01P03GE187,1,General Electric Company,CF6-80C2B5F,LEC,TF,5.1,32.0,267.0,,,2.586,2.094,0.677,0.201,861,43.21,13.65,17.5,0.22,78,982,1264,29.8,3,1,38.6,22.6,1.3,1.2,38.6,3,1,41.2,57.3,16.5,26.8,11015,2.16E+14,2.43E+14,4.21E+13,6.09E+13,2.46E+14,3,1,4.37E+14,6.07E+14,14.6,21.8,1.17E+17,44.5,28.0,2.0,2.1,5.13E+14,8.36E+14,2.69E+14,5.34E+14,97.6,97.8,284.8,290.6,0.0038,0.0062,General Electric Company,"PTO, Ohio",11-02-2017,11-02-2017,GE Aviation Report R2019AE437/Rev. 0,Engine S/N 707-368,,,,,,
01P02GE188,1,General Electric Company,CF6-80C2B6F,LEC,TF,5.1,32.0,267.0,,,2.586,2.094,0.677,0.201,861,43.21,13.65,17.5,0.22,78,982,1264,29.8,3,1,38.6,22.6,1.3,1.2,38.6,3,1,41.2,57.3,16.5,26.8,11014,2.16E+14,2.43E+14,4.21E+13,6.09E+13,2.46E+14,3,1,4.37E+14,6.07E+14,14.6,21.8,1.17E+17,44.5,28.0,2.0,2.1,5.13E+14,8.36E+14,2.69E+14,5.34E+14,97.6,97.8,284.8,290.6,0.0038,0.0062,General Electric Company,"PTO, Ohio",11-02-2017,11-02-2017,GE Aviation Report R2019AE437/Rev. 0,Engine S/N 707-368,,,,,,
01P05GE189,1,General Electric Company,CF34-3B/-3B1,SAC,TF,6.3,19.2,41.0,,,0.404,0.333,0.121,0.048,164,43.14,13.73,17.2,2.01,721,5765,7420,66.4,3,1,208.6,72.4,0.5,1.8,208.6,3,1,167.5,232.8,6.2,24.1,6870,1.71E+15,1.05E+15,3.79E+13,2.07E+14,1.71E+15,3,1,2.23E+15,3.10E+15,14.0,26.7,9.14E+16,255.6,94.0,1.1,4.2,5.78E+15,4.40E+15,4.75E+14,3.14E+15,100.8,101.7,280.3,284.1,0.0022,0.0028,General Electric Company,Cell #121,15-11-2019,15-11-2019,GE Aviation Report R2019AE312/Rev. 0,Engine S/N 801-588,,,,,,
01P08GE190,1,General Electric Company,CF34-8C5,LEC,TF,5.1,23.9,59.4,,,0.645,0.528,0.180,0.063,238,43.19,13.67,17.5,0.23,77,720,926,10.5,3,1,27.0,3.6,1.0,1.5,27.0,3,1,19.6,27.2,0.8,3.2,1164,2.76E+14,6.60E+13,1.83E+12,2.31E+12,2.76E+14,3,1,2.08E+14,2.89E+14,1.4,2.9,1.24E+16,33.6,4.5,1.1,1.7,9.55E+14,2.37E+14,3.21E+12,5.50E+12,98.1,98.6,290.7,296.3,0.0033,0.0048,General Electric Company,"PTO, Site 3B",17-04-2017,18-04-2017,GE Aviation Report R2018AE311/Rev. 0,Engine S/N 902-647/1,,,,,,
01P08GE191,1,General Electric Company,CF34-8C5A1,LEC,TF,5.1,24.3,60.6,,,0.662,0.541,0.183,0.063,242,43.19,13.67,17.5,0.23,77,902,1161,13.3,3,1,33.2,4.4,1.0,1.4,33.2,3,1,23.4,32.5,1.0,3.9,1418,3.13E+14,8.09E+13,1.85E+12,2.07E+12,3.13E+14,3,1,2.44E+14,3.39E+14,1.7,3.4,1.48E+16,41.0,5.6,1.1,1.6,1.06E+15,2.92E+14,3.24E+12,4.74E+12,98.1,98.6,290.7,296.3,0.0033,0.0048,General Electric Company,"PTO, Site 3B",17-04-2017,18-04-2017,GE Aviation Report R2018AE311/Rev. 0,Engine S/N 902-647/1,,,,,,
01P08GE192,1,General Electric Company,CF34-8C5B1,LEC,TF,5.1,22.9,56.4,,,0.603,0.495,0.171,0.061,227,43.19,13.67,17.5,0.23,77,360,464,5.1,3,1,14.5,2.5,0.9,1.8,14.5,3,1,13.1,18.3,0.5,2.1,741,1.86E+14,3.77E+13,1.74E+12,3.05E+12,1.86E+14,3,1,1.34E+14,1.86E+14,0.9,1.8,7.54E+15,18.3,3.1,1.0,2.1,6.71E+14,1.30E+14,3.06E+12,8.07E+12,98.1,98.6,290.7,296.3,0.0033,0.0048,General Electric Company,"PTO, Site 3B",17-04-2017,18-04-2017,GE Aviation Report R2018AE311/Rev. 0,Engine S/N 902-647/1,,,,,,
01P08GE193,1,General Electric Company,CF34-8C5A2,LEC,TF,5.1,24.9,62.5,,,0.688,0.561,0.188,0.064,248,43.19,13.67,17.5,0.23,77,1226,1577,18.4,3,1,43.9,6.5,1.1,1.3,43.9,3,1,30.9,42.9,1.3,5.2,1931,3.72E+14,1.09E+14,1.87E+12,1.74E+12,3.72E+14,3,1,3.05E+14,4.24E+14,2.2,4.3,1.91E+16,53.7,8.3,1.2,1.4,1.21E+15,3.95E+14,3.28E+12,3.77E+12,98.1,98.6,290.7,296.3,0.0033,0.0048,General Electric Company,"PTO, Site 3B",17-04-2017,18-04-2017,GE Aviation Report R2018AE311/Rev. 0,Engine S/N 902-647/1,,,,,,
01P08GE194,1,General Electric Company,CF34-8C5A3,LEC,TF,5.1,25.6,64.5,,,0.718,0.584,0.194,0.066,256,43.19,13.67,17.5,0.23,77,1621,2086,24.8,3,1,56.9,10.1,1.2,1.2,56.9,3,1,41.3,57.4,1.8,7.1,2666,4.34E+14,1.46E+14,1.88E+12,1.44E+12,4.34E+14,3,1,3.80E+14,5.28E+14,2.7,5.5,2.45E+16,68.7,12.7,1.3,1.4,1.33E+15,5.29E+14,3.29E+12,2.95E+12,98.1,98.6,290.7,296.3,0.0033,0.0048,General Electric Company,"PTO, Site 3B",17-04-2017,18-04-2017,GE Aviation Report R2018AE311/Rev. 0,Engine S/N 902-647/1,,,,,,
01P08GE195,1,General Electric Company,CF34-8E2,LEC,TF,5.1,22.5,55.2,,,0.588,0.483,0.168,0.060,223,43.19,13.67,17.5,0.23,77,265,341,3.7,3,1,11.1,2.4,0.8,2.0,11.1,3,1,11.8,16.4,0.5,1.9,652,1.56E+14,3.01E+13,1.69E+12,3.39E+12,1.56E+14,3,1,1.12E+14,1.55E+14,0.8,1.5,6.17E+15,14.1,3.0,1.0,2.3,5.68E+14,1.03E+14,2.98E+12,9.32E+12,98.1,98.6,290.7,296.3,0.0033,0.0048,General Electric Company,"PTO, Site 3B",17-04-2017,18-04-2017,GE Aviation Report R2018AE311/Rev. 0,Engine S/N 902-647/1,,,,,,
01P08GE196,1,General Electric Company,CF34-8E2A1,LEC,TF,5.1,23.9,59.2,,,0.642,0.525,0.179,0.062,237,43.19,13.67,17.5,0.23,77,682,878,9.9,3,1,25.7,3.4,1.0,1.5,25.7,3,1,18.8,26.2,0.8,3.1,1114,2.67E+14,6.30E+13,1.83E+12,2.37E+12,2.67E+14,3,1,2.01E+14,2.79E+14,1.4,2.8,1.19E+16,32.0,4.3,1.1,1.7,9.31E+14,2.25E+14,3.20E+12,5.69E+12,98.1,98.6,290.7,296.3,0.0033,0.0048,General Electric Company,"PTO, Site 3B",17-04-2017,18-04-2017,GE Aviation Report R2018AE311/Rev. 0,Engine S/N 902-647/1,,,,,,
01P08GE197,1,General Electric Company,CF34-8E5,LEC,TF,5.1,24.0,59.7,,,0.649,0.530,0.180,0.063,238,43.19,13.67,17.5,0.23,77,758,976,11.1,3,1,28.3,3.7,1.0,1.4,28.3,3,1,20.4,28.3,0.8,3.4,1215,2.84E+14,6.91E+13,1.84E+12,2.25E+12,2.84E+14,3,1,2.16E+14,3.00E+14,1.5,3.0,1.29E+16,35.1,4.7,1.1,1.7,9.79E+14,2.48E+14,3.22E+12,5.33E+12,98.1,98.6,290.7,296.3,0.0033,0.0048,General Electric Company,"PTO, Site 3B",17-04-2017,18-04-2017,GE Aviation Report R2018AE311/Rev. 0,Engine S/N 902-647/1,,,,,,
01P08GE198,1,General Electric Company,CF34-8E5A1,LEC,TF,5.1,24.9,62.5,,,0.688,0.561,0.188,0.064,248,43.19,13.67,17.5,0.23,77,1226,1577,18.4,3,1,43.9,6.5,1.1,1.3,43.9,3,1,30.9,42.9,1.3,5.2,1931,3.72E+14,1.09E+14,1.87E+12,1.74E+12,3.72E+14,3,1,3.05E+14,4.24E+14,2.2,4.3,1.91E+16,53.7,8.3,1.2,1.4,1.21E+15,3.95E+14,3.28E+12,3.77E+12,98.1,98.6,290.7,296.3,0.0033,0.0048,General Electric Company,"PTO, Site 3B",17-04-2017,18-04-2017,GE Aviation Report R2018AE311/Rev. 0,Engine S/N 902-647/1,,,,,,
